260046848, 260046848, 2097152, 4135583744
260046848, 260046848, 4194304, 4135583744
260046848, 260046848, 6291456, 4135583744
260046848, 260046848, 8388608, 4135583744
260046848, 260046848, 10485760, 4135583744
260046848, 260046848, 12582912, 4135583744
260046848, 260046848, 14680064, 4135583744
260046848, 260046848, 16777216, 4135583744
260046848, 260046848, 18874368, 4135583744
260046848, 260046848, 12528640, 4135583744
260046848, 260046848, 12528640, 4135583744
260046848, 260046848, 14625792, 4135583744
260046848, 260046848, 16722944, 4135583744
260046848, 260046848, 18820096, 4135583744
260046848, 260046848, 20917248, 4135583744
260046848, 260046848, 16682496, 4135583744
260046848, 260046848, 18779648, 4135583744
260046848, 260046848, 20876800, 4135583744
260046848, 260046848, 22973952, 4135583744
260046848, 260046848, 25071104, 4135583744
260046848, 260046848, 27168256, 4135583744
260046848, 260046848, 29265408, 4135583744
260046848, 260046848, 31362560, 4135583744
260046848, 260046848, 33459712, 4135583744
260046848, 260046848, 35556864, 4135583744
260046848, 260046848, 37654016, 4135583744
260046848, 260046848, 39751168, 4135583744
260046848, 260046848, 41848320, 4135583744
260046848, 260046848, 43945472, 4135583744
260046848, 260046848, 46042624, 4135583744
260046848, 260046848, 48139776, 4135583744
260046848, 260046848, 34554880, 4135583744
260046848, 260046848, 34554880, 4135583744
260046848, 260046848, 36652032, 4135583744
260046848, 260046848, 38749184, 4135583744
260046848, 260046848, 40846336, 4135583744
260046848, 260046848, 42943488, 4135583744
260046848, 260046848, 45040640, 4135583744
260046848, 260046848, 47137792, 4135583744
260046848, 260046848, 49234944, 4135583744
260046848, 260046848, 51332096, 4135583744
260046848, 260046848, 53429248, 4135583744
260046848, 260046848, 55526400, 4135583744
260046848, 260046848, 57623552, 4135583744
260046848, 260046848, 59720704, 4135583744
260046848, 260046848, 61817856, 4135583744
260046848, 260046848, 63915008, 4135583744
260046848, 260046848, 66012160, 4135583744
260046848, 260046848, 68109312, 4135583744
260046848, 260046848, 70206464, 4135583744
260046848, 260046848, 72303616, 4135583744
260046848, 260046848, 74400768, 4135583744
260046848, 260046848, 76497920, 4135583744
